"孝感市","20200101","58.498195"
"孝感市","20200102","38.277173"
"孝感市","20200103","72.977678"
"孝感市","20200104","81.493574"
"孝感市","20200105","64.614878"
"孝感市","20200106","61.80343"
"孝感市","20200107","68.405682"
"孝感市","20200108","76.441371"
"孝感市","20200109","89.498278"
"孝感市","20200110","72.45825"
"孝感市","20200111","98.295444"
"孝感市","20200112","83.736568"
"孝感市","20200113","69.375063"
"孝感市","20200114","68.823014"
"孝感市","20200115","77.639771"
"孝感市","20200116","75.45495"
"孝感市","20200117","80.922035"
"孝感市","20200118","101.351138"
"孝感市","20200119","107.164235"
"孝感市","20200120","118.291731"
"孝感市","20200121","148.918645"
"孝感市","20200122","172.395071"
"孝感市","20200123","188.355397"
"孝感市","20200124","68.800576"
"孝感市","20200125","22.056534"
"孝感市","20200126","10.887612"
"孝感市","20200127","7.215118"
"孝感市","20200128","5.223748"
"孝感市","20200129","4.448261"
"孝感市","20200130","3.986611"
"孝感市","20200131","3.932101"
"孝感市","20200201","4.122827"
"孝感市","20200202","6.963631"
"孝感市","20200203","4.287657"
"孝感市","20200204","4.563158"
"孝感市","20200205","5.068094"
"孝感市","20200206","4.91653"
"孝感市","20200207","4.337851"
"孝感市","20200208","4.601326"
"孝感市","20200209","4.793102"
"孝感市","20200210","4.716412"
"孝感市","20200211","4.327509"
"孝感市","20200212","4.628623"
"孝感市","20200213","4.686861"
"孝感市","20200214","4.939704"
"孝感市","20200215","5.107684"
"孝感市","20200216","4.744675"
"孝感市","20200217","4.295392"
"孝感市","20200218","4.30034"
"孝感市","20200219","4.269535"
"孝感市","20200220","4.227941"
"孝感市","20200221","4.415319"
"孝感市","20200222","3.965141"
"孝感市","20200223","4.311165"
"孝感市","20200224","4.436766"
"孝感市","20200225","3.973607"
"孝感市","20200226","4.695575"
"孝感市","20200227","4.005923"
"孝感市","20200228","4.33601"
"孝感市","20200229","4.38776"
"孝感市","20200301","4.211156"
"孝感市","20200302","3.998919"
"孝感市","20200303","3.863266"
"孝感市","20200304","4.162823"
"孝感市","20200305","4.098033"
"孝感市","20200306","4.250708"
"孝感市","20200307","4.204137"
"孝感市","20200308","4.305549"
"孝感市","20200309","4.164222"
"孝感市","20200310","4.133237"
"黄冈市","20200101","44.884321"
"黄冈市","20200102","37.360777"
"黄冈市","20200103","62.812733"
"黄冈市","20200104","73.319817"
"黄冈市","20200105","56.631162"
"黄冈市","20200106","61.131654"
"黄冈市","20200107","69.238335"
"黄冈市","20200108","79.084877"
"黄冈市","20200109","89.742587"
"黄冈市","20200110","69.676489"
"黄冈市","20200111","88.843959"
"黄冈市","20200112","69.562895"
"黄冈市","20200113","65.629731"
"黄冈市","20200114","68.495546"
"黄冈市","20200115","78.585157"
"黄冈市","20200116","80.137118"
"黄冈市","20200117","91.552717"
"黄冈市","20200118","114.694933"
"黄冈市","20200119","90.945184"
"黄冈市","20200120","103.422195"
"黄冈市","20200121","144.946049"
"黄冈市","20200122","166.711717"
"黄冈市","20200123","157.278427"
"黄冈市","20200124","56.769236"
"黄冈市","20200125","20.656119"
"黄冈市","20200126","10.947107"
"黄冈市","20200127","7.77443"
"黄冈市","20200128","6.595221"
"黄冈市","20200129","5.664991"
"黄冈市","20200130","5.531545"
"黄冈市","20200131","5.341005"
"黄冈市","20200201","5.151181"
"黄冈市","20200202","9.709396"
"黄冈市","20200203","4.968675"
"黄冈市","20200204","5.569153"
"黄冈市","20200205","6.551102"
"黄冈市","20200206","6.495359"
"黄冈市","20200207","6.320481"
"黄冈市","20200208","6.44581"
"黄冈市","20200209","6.698828"
"黄冈市","20200210","5.931246"
"黄冈市","20200211","6.124342"
"黄冈市","20200212","6.701652"
"黄冈市","20200213","6.831696"
"黄冈市","20200214","7.031629"
"黄冈市","20200215","7.79257"
"黄冈市","20200216","6.338747"
"黄冈市","20200217","6.094246"
"黄冈市","20200218","5.70369"
"黄冈市","20200219","5.32112"
"黄冈市","20200220","5.619812"
"黄冈市","20200221","5.51009"
"黄冈市","20200222","5.307888"
"黄冈市","20200223","5.13703"
"黄冈市","20200224","5.275944"
"黄冈市","20200225","5.49463"
"黄冈市","20200226","5.458638"
"黄冈市","20200227","5.232126"
"黄冈市","20200228","5.584802"
"黄冈市","20200229","5.545828"
"黄冈市","20200301","5.525515"
"黄冈市","20200302","5.265828"
"黄冈市","20200303","5.043841"
"黄冈市","20200304","5.247213"
"黄冈市","20200305","5.574631"
"黄冈市","20200306","5.224095"
"黄冈市","20200307","5.315285"
"黄冈市","20200308","5.225302"
"黄冈市","20200309","5.282892"
"黄冈市","20200310","5.555198"
